service,category
saphostctrls,management
sapms,middleware
saposs,other
saprouter,other
sapv1,media
saratoga,other
saris,other
sas-1,other
sas-2,other
sas-3,other
sas-remote-hlp,other
sasg,other
sasggprs,network
sasp,other
satvid-datalnk,media
sauterdongle,other
savant,other
sbackup,storage
sbi-agent,other
sbl,other
sbook,other
scaleft,management
scan-change,other
scanstat-1,other
scc-security,other
sccip-media,media
sceanics,other
scenccs,other
scenidm,other
scientia-sdb,other
scientia-ssdb,other
scinet,other
scintilla,other
scipticslsrvr,other
sco-aip,other
sco-dtmgr,management
sco-inetmgr,management
sco-peer-tta,other
sco-sysmgr,management
sco-websrvrmg3,management
sco-websrvrmgr,management
scohelp,other
scoi2odialog,other
scol,other
scoremgr,other
scotty-disc,discovery
scotty-ft,files
scp,other
scp-config,management
scpi-raw,other
scpi-telnet,remote
scrabble,gaming
screencast,media
scriptview,other
scscp,other
scservp,other
scte104,media
scte30,media
sctp-tunneling,vpn
scup,industrial
scup-disc,discovery
scx-proxy,other
sd,other
sd-capacity,other
sd-data,other
sd-elmd,other
sd-request,other
sdadmind,other
sdbproxy,other
sdclient,other
sddp,other
sde-discovery,discovery
sdfunc,other
sdhelp,other
sdl-ets,other
sdlog,other
sdmmp,management
sdnskmp,other
sdo,middleware
sdo-ssh,middleware
sdo-tls,middleware
sdp-id-port,media
sdp-portmapper,middleware
sdproxy,other
sdr,other
sdreport,other
sds,identity
sds-admin,management
sdsc-lm,other
sdserv,other
sdserver,other
sdt,other
sdt-lmd,licensing
sdtvwcam,media
sdxauthd,identity
seagull-ais,other
seagulllms,other
seaodbc,database
search,other
search-agent,other
seaview,other
sec-ntb-clnt,other
sec-pc2fax-srv,printing
sec-t4net-clt,printing
sec-t4net-srv,printing
seclayer-tcp,other
seclayer-tls,other
secrmmsafecopya,other
secure-aux-bus,management
secure-cfg-svr,management
secure-mqtt,middleware
secure-ts,identity
secureidprop,identity
securenetpro-sensor,security
securid,identity
securitychase,other
seispoc,other
semantix,other
semaphore,middleware
semi-grpc,other
send,other
senip,other
senomix01,other
senomix02,other
senomix03,other
senomix04,other
senomix05,other
senomix06,other
senomix07,other
senomix08,other
sent-lm,licensing
sentinel,other
sentinel-ent,other
sentinel-lm,other
sentinelsrm,other
sentlm-srv2srv,other
seosload,security
sep,other
seraph,other
sercomm-scadmin,other
sercomm-wlink,other
serialgateway,other
serialnumberd,licensing
server-find,discovery
serverdocs,files
servergraph,other
serverstart,management
serverview-as,other
serverview-asn,other
serverview-gf,other
serverview-icc,other
serverview-rm,other
serverviewdbms,database
serverwsd2,other
servexec,other
service-ctrl,management
servicemeter,management
servicetags,other
servistaitsm,other
servserv,other
servstat,management
sesi-lm,other
set,other
sf-lm,licensing
sflm,other
sflow,management
sfm-db-server,database
sfmsso,identity
sfs-config,management
sfs-smp-net,other
sftdst-port,management
sftp,files
sftsrv,other
sftu,other
sg-lm,licensing
sgcip,middleware
sgcp,media
sge_execd,other
sge_qmaster,other
sgi-arrayd,other
sgi-dgl,other
sgi-dmfmgr,management
sgi-esphttp,web
sgi-eventmond,management
sgi-lk,licensing
sgi-soap,storage
sgi-storman,management
sgmp,management
sgmp-traps,management
shadowserver,other
shadowstream,other
shaperai,management
shareapp,other
sharp-server,other
shell,remote
shiprush-d-ch,other
shiva_confsrvr,other
shivadiscovery,other
shivahose,other
shivasound,media
shockwave,other
shockwave2,other
shofarplayer,media
showcockpit-net,industrial
shrewd-control,industrial
shrinkwrap,other
sia-ctrl-plane,network
siam,other
sicct,other
sicct-sdp,discovery
siebel-ns,other
siemensgsm,network
sieve,email
sift-uft,files
sightline,other
sigma-port,industrial
signacert-agent,security
signal,other
signet-ctf,other
siipat,industrial
silc,chat
silhouette,other
silkmeter,other
silkp1,other
silkp2,other
silkp3,other
silkp4,other
silverpeakcomm,other
silverpeakpeer,other
silverplatter,other
sim-control,other
simba-cs,other
simbaexpress,other
simbaservices,other
simco,management
simctlp,other
simon,middleware
simp-all,other
simple-push,other
simple-push-s,other
simple-tx-rx,files
simplement-tie,other
simplifymedia,media
simslink,other
sip,media
sip-tls,media
sis-emt,other
sitaradir,network
sitaramgmt,management
sitaraserver,network
sitewatch,management
sitewatch-s,management
six-degrees,other
sixchat,chat
sixid,identity
sixnetudr,other
sixtrak,other
sixxsconfig,management
sj3,other
skip-cert-recv,identity
skip-cert-send,identity
skip-mc-gikreq,other
skkserv,other
skronk,other
sky-transport,other
skynetflow,other
skytelnet,other
sl-mon,management
slc-ctrlrloops,other
slc-systemlog,management
slim-devices,media
slingshot,other
slinkysearch,other
slinterbase,database
slm-api,management
slmap,other
slnp,other
slp,management
slp-notify,discovery
slscc,other
slush,other
sm-pas-1,other
sm-pas-2,other
sm-pas-3,other
sm-pas-4,other
sm-pas-5,other
sma-spw,industrial
smaclmgr,other
smakynet,other
smallchat,chat
smap,management
smar-se-port1,industrial
smar-se-port2,industrial
smart-diagnose,management
smart-install,management
smart-lm,licensing
smartcard-port,identity
smartcard-tls,identity
smartpackets,other
smartsdp,other
smauth-port,other
smbdirect,files
smc-admin,management
smc-http,web
smc-https,other
smc-jmx,management
smcluster,management
smile,other
smip,other
smip-agent,management
smntubootstrap,other
smpnameres,discovery
smpp,chat
smpppd,other
smpte,media
sms-chat,chat
sms-rcinfo,remote
sms-remctrl,remote
sms-xfer,files
smsd,chat
smsp,management
smsqp,chat
smtp,email
smtps,email
smux,management
smwan,other
sna-cs,network
snac,other
snagas,network
snap,media
snapd,discovery
snapenetio,industrial
snapp,other
snare,management
snaresecure,management
sncp,management
snet-sensor-mgmt,other
snews,chat
snif,vpn
snifferclient,management
snifferdata,management
snifferserver,management
snip,other
snmp,management
snmp-tcp-port,management
snmpdtls,management
snmpdtls-trap,management
snmpssh,management
snmpssh-trap,management
snmptls,management
snmptls-trap,management
snmptrap,management
snpp,chat
sns-admin,management
sns-agent,other
sns-channels,other
sns-dispatcher,other
sns-gateway,other
sns-protocol,other
sns-query,other
sns-quote,other
sns_credit,other
snss,discovery
sntlkeyssrvr,other
sntp-heartbeat,management
soagateway,middleware
soap-beep,middleware
soap-http,middleware
socalia,middleware
social-alarm,industrial
socks,vpn
socorfs,other
socp-c,other
socp-t,network
softaudit,management
softcm,development
softdataphone,media
softpc,other
softrack-meter,management
solaris-audit,management
solera-epmap,discovery
solera-lpn,discovery
solid-e-engine,database
solid-mux,database
solve,other
sometimes-rpc1,middleware
sometimes-rpc10,middleware
sometimes-rpc11,middleware
sometimes-rpc12,middleware
sometimes-rpc13,middleware
sometimes-rpc14,middleware
sometimes-rpc15,middleware
sometimes-rpc16,middleware
sometimes-rpc17,middleware
sometimes-rpc18,middleware
sometimes-rpc19,middleware
sometimes-rpc2,middleware
sometimes-rpc20,middleware
sometimes-rpc21,middleware
sometimes-rpc22,middleware
sometimes-rpc23,middleware
sometimes-rpc24,middleware
sometimes-rpc25,middleware
sometimes-rpc26,middleware
sometimes-rpc27,middleware
sometimes-rpc28,middleware
sometimes-rpc3,middleware
sometimes-rpc4,middleware
sometimes-rpc5,middleware
sometimes-rpc6,middleware
sometimes-rpc7,middleware
sometimes-rpc8,middleware
sometimes-rpc9,middleware
sonar,other
sonardata,other
soniqsync,other
sonus,other
sonus-logging,management
sonuscallsig,media
sophia-lm,licensing
sophos,security
sops,management
sor-update,other
sos,middleware
sossd-agent,management
sossd-collect,management
sossd-disc,discovery
sossecollector,management
soundsvirtual,other
sovd,management
spamassassin,security
spamtrap,security
spandataport,other
spartan,management
spc,development
spcsdlobby,other
spdm,identity
spdp,discovery
spdy,web
spearway,other
spectardata,other
spectardb,database
spectraport,other
speedtrace,management
spg,other
sphinxapi,database
sphinxql,database
spice,other
spike,other
spiral-admin,management
split-ping,management
splitlock,other
splitlock-gw,other
spmp,other
spock,other
spocp,identity
spramsca,identity
spramsd,other
spremotetablet,other
sps-tunnel,vpn
spsc,other
spss,web
spss-lm,licensing
spt-automation,other
sptx,printing
spugna,other
spw-dialer,other
spw-dnspreload,discovery
sqdr,other
sql-net,database
sqlexec,database
sqlexec-ssl,database
sqlnet,database
sqlserv,database
sqlsrv,database
squid-htcp,vpn
squid-http,vpn
squid-ipc,vpn
squid-snmp,management
src,management
srcp,industrial
srdp,other
srmp,management
srp-feedback,other
srssend,other
sruth,files
srvc_registry,discovery
ss-idi,other
ss-idi-disc,discovery
ss7ns,network
ssad,discovery
sscan,other
ssdispatch,media
ssdtp,other
sse-app-config,management
ssh,remote
ssh-mgmt,management
sshell,remote
sslp,middleware
ssm-cssps,identity
ssm-cvs,identity
ssm-els,management
ssmc,management
ssmd,management
ssmpp,chat
sso-control,identity
sso-service,identity
ssowatch,identity
ssp,network
ssp-client,other
ssports-bcast,other
ssql,database
ssr-servermgr,management
ssrip,network
ssserver,management
ssslic-mgr,licensing
ssslog-mgr,management
sst,storage
sstats,other
sstp-1,other
sstp-2,other
sstsys-lm,other
stanag-5066,other
starbot,other
starfish,management
stargatealerts,other
starquiz-port,other
stars,other
starschool,other
start-network,middleware
startron,other
stat-cc,security
stat-results,other
stat-scanner,security
statsci1-lm,licensing
statsci2-lm,licensing
statsrv,management
statusd,management
stdptc,other
ste-smsc,chat
stel,remote
stgxfws,other
sti-envision,other
stm_pproc,other
stmf,other
stone-design-1,other
stonefalls,other
storageos,storage
storman,other
storview,storage
streamcomm-ds,other
street-stream,other
streetperfect,other
streettalk,other
streletz,industrial
stresstester,management
strexec-d,storage
strexec-s,storage
stryker-com,other
stss,other
stt,other
sttunnel,vpn
stun,network
stun-p1,vpn
stun-p2,vpn
stun-p3,vpn
stun-port,vpn
stuns,network
stvp,other
stx,other
su-mit-tg,remote
sua,network
submission,email
submit,other
submitserver,other
subntbcst_tftp,files
subseven,other
sugp,other
suitcase,other
suitjd,other
sum,management
sun-answerbook,web
sun-as-iiops,discovery
sun-as-iiops-ca,other
sun-as-jmxrmi,management
sun-as-jpda,development
sun-as-nodeagt,management
sun-dr,other
sun-lm,licensing
sun-manageconsole,management
sun-mc-grp,management
sun-sea-port,management
sun-sr-admin,management
sun-sr-http,web
sun-sr-https,web
sun-sr-iiop,middleware
sun-sr-iiop-aut,other
sun-sr-iiops,other
sun-sr-jms,middleware
sun-sr-jmx,management
sun-user-https,web
suncacao-csa,management
suncacao-jmxmp,management
suncacao-rmi,management
suncacao-snmp,management
suncacao-websvc,management
sunclustergeo,other
sunclustermgr,management
sunfm-port,management
sunlps-http,management
sunproxyadmin,management
sunscalar-dns,discovery
sunscalar-svc,other
sunwebadmin,management
sunwebadmins,management
supdup,remote
supercell,other
supermon,management
supfiledbg,development
supfilesrv,files
support,development
supportassist,management
sur-meas,other
surebox,other
surf,other
surfcontrolcpa,security
surfpass,other
surveyinst,other
suucp,files
svbackup,storage
svcloud,storage
svdrp,media
svn,development
svnet,other
svnetworks,other
svrloc,discovery
svs-omagent,other
sw-orion,management
swa-1,other
swa-2,other
swa-3,other
swa-4,other
swarm,management
swdtp,management
swdtp-sv,management
sweetware-apps,other
swgps,other
swift-rvf,files
swiftnet,other
swismgr1,other
swismgr2,other
swispol,other
swistrap,other
swldy-sias,other
swr-port,other
swrmi,other
swtp-port1,other
swtp-port2,other
swx,other
swx-gate,other
swxadmin,management
sxmp,middleware
sxuptp,other
syam-agent,other
syam-smc,other
syam-webserver,web
sybase,database
sybaseanywhere,database
sybasedbsynch,database
sybasesrvmon,management
sychrond,other
sygatefw,security
symantec-av,security
symantec-sfdb,storage
symantec-sim,security
symb-sb-port,middleware
symplex,other
synapse,other
synapse-nhttp,web
synapse-nhttps,web
synapsis-edge,other
sync-em7,other
synchromesh,other
synchronet-db,other
synchronet-rtc,other
synchronet-upd,other
synchronite,other
syncserver,other
syncserverssl,other
synctest,other
synel-data,other
synoptics-trap,management
synotics-broker,management
synotics-relay,management
sype-transport,other
syscomlan,other
syserverremote,remote
sysinfo-sp,management
syslog,management
syslog-conn,management
syslog-tls,management
sysopt,other
sysorb,management
sysrqd,management
sysscanner,other
systat,management
system-monitor,management
systemics-sox,other
t1-e1-over-ip,network
t128-gateway,media
t1distproc,other
t1distproc60,other
t2-brm,other
t2-drm,other
t5-straton,industrial
tabula,other
tacacs,identity
tacacs-ds,identity
tacacss,identity
tacnews,other
tacticalauth,identity
taep-as-svc,other
tag-pm,management
tag-ups-1,management
taiclock,network
tal-pod,other
talarian-mcast1,middleware
talarian-mcast2,middleware
talarian-mcast3,middleware
talarian-mcast4,middleware
talarian-mcast5,middleware
talarian-mqs,middleware
talarian-udp,middleware
taligent-lm,licensing
talikaserver,other
talk,chat
talnet,other
talon-disc,discovery
talon-engine,other
talon-webserver,web
tam,email
tambora,other
tams,other
tapestry,other
tapeware,storage
tappi-boxnet,other
tarantella,remote
tarantool,database
targus-getdata,other
targus-getdata1,other
targus-getdata2,other
targus-getdata3,other
tarp,other
taserver,other
taskman-port,management
taskmaster2000,other
tasp-net,other
taurus-wh,other
tbrpf,other
tc_ads_discovery,discovery
tcc-http,web
tcim-control,other
tclprodebugger,development
tcoaddressbook,other
tcoflashagent,other
tcoregagent,other
tcp-id-port,other
tcpdataserver,other
tcpmux,middleware
tcpnethaspsrv,other
td-postman,other
td-replica,other
td-service,other
tdaccess,other
tdmoip,network
tdp-suite,other
teamcoherence,development
teamviewer,remote
tec5-sdctp,other
teedtap,other
tekpls,other
telaconsole,other
telefinder,other
telelpathattack,other
telelpathstart,other
teleniumdaemon,other
telesis-licman,licensing
telindus,other
tell,other
tellumat-nms,management
telnet,remote
telnetcpcd,remote
telnets,remote
telops-lmd,other
tempest-port,other
tempo,other
tenebris_nts,management
tenfold,other
tentacle,other
teradataordbms,database
teredo,vpn
terminaldb,other
tesla-sys-msg,middleware
tetrinet,gaming
texai,middleware
texar,other
tftp,files
tftp-mcast,files
tftps,files
tgcconnect,discovery
tgp,other
thermo-calc,management
theta-lm,licensing
thingkit,other
thor-engine,other
thrp,network
thrtx,other
tht-treasure,other
tibsd,storage
ticf-1,other
ticf-2,other
tick-port,other
tidp,security
tiepie,other
tig,other
tigv2,other
tile-ml,other
timbuktu,remote
timbuktu-srv1,remote
timbuktu-srv2,remote
timbuktu-srv3,remote
timbuktu-srv4,remote
time,network
timed,network
timeflies,other
timelot,other
timestenbroker,database
tinc,vpn
tinyfw,security
tinymessage,other
tip-app-server,middleware
tip2,middleware
tipc,middleware
tivoconnect,discovery
tivoli-npm,management
tksocket,other
tl-ipcproxy,other
tl1,management
tl1-lv,management
tl1-raw,management
tl1-raw-ssl,management
tl1-ssh,management
tl1-telnet,management
tlisrv,database
tmesis-upshot,other
tmi,management
tmo-icon-sync,chat
tmophl7mts,other
tmosms0,chat
tmosms1,chat
tn-timing,network
tn-tl-fd1,other
tn-tl-fd2,other
tn-tl-r1,other
tn-tl-r2,other
tn-tl-w1,other
tn-tl-w2,other
tnETOS,other
tnmpv2,management
tnos-dp,remote
tnos-dps,other
tnos-sp,other
tnp,other
tnp-discover,discovery
tnp1-port,other
tns-adv,other
tns-cml,other
tns-server,database
toad,other
toad-bi-appsrvr,other
tolfab,other
tolteces,other
tomato-springs,other
tonidods,other
topflow,management
topflow-ssl,management
topovista-data,other
topx,other
tor-control,management
tor-orport,vpn
tor-socks,vpn
tor-trans,vpn
toruxserver,gaming
touchnetplus,other
tpcsrvr,other
tpdu,other
tpip,other
tpmd,middleware
tqdata,other
tr-rsrb-p1,network
tr-rsrb-p2,network
tr-rsrb-p3,network
tr-rsrb-port,network
traceroute,management
track,other
tragic,other
traingpsdata,other
tram,other
transact,other
transmit-port,management
trap,other
trap-daemon,other
trap-port,other
trap-port-mom,other
traversal,other
travsoft-ipx-t,vpn
trc-netpoll,management
trdp-md,industrial
trdp-pd,industrial
treehopper,other
trendchip-dcp,other
tributary,other
trident-data,other
trim,other
trim-event,other
trim-ice,other
trinity-dist,other
trinket-agent,other
triomotion,industrial
trip,other
tripe,vpn
tripwire,security
triquest-lm,other
trisoap,middleware
trispen-sra,remote
tritium-can,industrial
trivnet1,other
trivnet2,other
trnsprntproxy,vpn
troff,other
trp,other
truckstar,other
truecm,other
trusted-web,other
trustestablish,other
tsa,security
tsaf,other
tsb,other
tsb2,other
tscchat,chat
tsdos390,other
tsepisp,management
tserver,media
tsilb,other
tsp,vpn
tsrmagt,management
tsspmap,other
ttat3lb,other
ttc,database
ttc-etap,other
ttc-etap-ds,other
ttc-etap-ns,other
ttc-ssl,database
ttcmremotectrl,other
ttg-protocol,other
ttl-publisher,other
ttlpriceproxy,other
ttnrepository,other
ttntspauto,other
ttyinfo,other
tunalyzer,other
tunatic,other
tungsten-http,web
tungsten-https,web
tunnel,vpn
tunstall-lwp,other
tunstall-pnc,other
turbonote-1,other
turbonote-2,other
tvbus,middleware
tvdumtray-port,other
tve-announce,other
tvnetworkvideo,media
tvpm,other
tw-auth-key,identity
twamp-control,management
twcss,other
twds,other
twrpc,middleware
twsdss,other
u-dbap,database
ua-secureagent,other
uaac,other
uacs,other
uadtc,other
uaiact,other
uarps,other
ub-dns-control,management
ubroker,middleware
ubxd,other
ucentric-ds,other
ucontrol,other
ucs-isc,other
udp-sr-port,other
udpradio,media
udpstp,management
udrawgraph,other
udrive,other
udt_os,other
uec,other
uet,network
ufastro-instr,other
ufmp,management
ufsd,files
uis,other
ulistserv,email
ulp,other
ulpnet,other
ultimad,other
ultrabac,storage
ultraseek-http,web
ultrex,other
uma,management
umeter,management
umm-port,management
ums,management
umsp,other
unbind-cluster,other
undo-lm,licensing
unet,other
unglue,other
unicall,media
unicontrol,other
unidata-ldm,middleware
unieng,other
unified-bus,middleware
unify,other
unify-adapter,other
unify-debug,development
unifyadmin,management
unihub-server,other
unikeypro,other
unimobilectrl,other
uniport,identity
unisql,database
unisql-java,database
unisys-eportal,other
unisys-lm,licensing
unitary,identity
unite,media
univ-appserver,middleware
universe_suite,middleware
univision,other
unix-status,management
unizensus,identity
unot,other
uohost,other
uorb,middleware
updog,management
upgrade,management
upnotifyp,other
upnotifyps,other
upnp,discovery
ups,management
ups-engine,management
ups-onlinet,management
upsnotifyprot,management
upstriggervsw,other
urbisnet,other
urld-port,other
urm,management
urp,other
us-cli,other
us-gv,remote
us-srv,other
user-manager,management
usicontentpush,other
utcd,network
utime,network
utmpcd,other
utmpsd,other
utsftp,files
uucp,files
uucp-path,files
uucp-rlogin,remote
uuidgen,middleware
v-one-spp,vpn
v2g-secc,discovery
v5ua,network
va-pacbase,development
vacdsm-app,other
vacdsm-sws,other
vad,other
valisys-lm,licensing
vantronix-mgmt,management
vaprtm,other
varadero-0,other
varadero-1,other
varadero-2,other
vat,media
vat-control,media
vatata,other
vatp,other
vaultbase,other
vce,other
vchat,media
vcmp,network
vcnet-link-v10,other
vcom-tunnel,vpn
vcrp,chat
vcs-app,other
vcscmd,management
vdab,other
vdmmesh,industrial
vdmplay,gaming
vemmi,other
ventoso,media
venus,other
venus-se,other
veracity,other
vergencecm,other
verismart,other
veritas-tcp1,other
veritas-ucl,middleware
veritas-udp1,other
veritas-vis1,other
veritas-vis2,other
veritas_pbx,storage
veronica,other
versa-tek,other
versatalk,other
vestasdlp,other
vettcp,other
vfbp,other
vfmobile,other
vfo,other
vhd,other
via-ftp,files
vid,media
video-activmail,media
videobeans,other
videotex,media
videte-cipc,other
vidigo,other
vids-avtp,media
vieo-fe,other
vinainstall,management
vipera,middleware
vipera-ssl,middleware
vipremoteagent,other
virprot-lm,licensing
virtual-places,chat
virtual-time,other
virtualtape,storage
virtualuser,other
visd,other
visicron-vs,media
visinet-gui,other
vision_elmd,other
vision_server,other
visionpyramid,other
visitview,other
vista-4gl,other
vistium-share,other
visweather,other
vitalanalysis,other
viziblebrowser,other
vlsi-lm,licensing
vmnet,network
vmodem,other
vmpwscs,other
vmrdp,remote
vmsvc,other
vmsvc-2,other
vmware-fdm,management
vnas,other
vnc,remote
vnc-1,remote
vnc-2,remote
vnc-3,remote
vnc-http,remote
vnc-http-1,remote
vnc-http-2,remote
vnc-http-3,remote
vnetd,storage
vns-tp,vpn
vnsstr,other
vnwk-prapi,other
vnyx,other
vocaltec-admin,management
vocaltec-gold,media
vocaltec-hos,media
vocaltec-phone,media
vocaltec-wconf,media
vofr-gateway,media
voispeed-port,other
volley,other
vop,middleware
vopied,other
voxelstorm,gaming
vp2p,vpn
vpa,other
vpa-disc,discovery
vpac,media
vpad,media
vpjp,other
vpm-udp,other
vpnz,vpn
vpp,chat
vpps-qua,other
vpps-via,other
vpsipport,other
vpvc,media
vpvd,media
vqp,network
vrace,gaming
vrcommerce,other
vrmg-ip,other
vrml-multi-use,other
vroa,other
vrpn,other
vrt,media
vrtl-vmf-ds,other
vrtl-vmf-sa,other
vrtp,other
vrts-at-port,identity
vrts-auth-port,identity
vrts-ipcserver,middleware
vrts-registry,other
vrts-tdd,other
vrtstrapserver,management
vrxpservman,management
vs-server,other
vsaiport,other
vsamredirector,database
vsat-control,other
vscp,industrial
vseconnector,other
vsi-omega,other
vsiadmin,management
vsinet,other
vsixml,other
vslmp,other
vsnm-agent,other
vspread,other
vstat,other
vt-ssl,identity
vtp,vpn
vtr-emulator,other
vts-rpc,middleware
vtsas,other
vtu-comms,other
vulture,management
vvr-control,other
vvr-data,other
vx-auth-port,identity
vxcrnbuport,storage
vxlan,network
vxlan-gpe,network
vytalvaultbrtp,other
vytalvaultpipe,other
vytalvaultvsmp,other
waascluster,other
wacp,other
wafs,files
wag-service,other
wago-io-system,industrial
wago-service,management
wanscaler,other
wap-push,web
wap-push-http,web
wap-push-https,web
wap-pushsecure,web
wap-vcal,web
wap-vcal-s,web
wap-vcard,web
wap-vcard-s,web
wap-wsp,web
wap-wsp-s,web
wap-wsp-wtp,web
wap-wsp-wtp-s,web
warehouse,other
warehouse-sss,other
warmspotMgmt,management
waste,files
watchdoc,other
watchdoc-pod,other
watchdog-nt,management
watchme-7272,management
watcom-sql,database
watcomdebug,development
watershed-lm,licensing
watilapp,other
wbem-exp-https,management
wbem-http,management
wbem-https,management
wbem-rmi,management
wcbackup,storage
wcpp,network
wcr-remlib,other
wdbrpc,development
weandsf,discovery
weave,industrial
web2host,other
webaccess,other
webdata,other
webemshttp,other
weblogin,other
webmachine,other
webmail-2,email
webmethods-b2b,middleware
webobjects,middleware
webphone,media
webpush,web
websm,management
websnp,web
websphere-snmp,management
webster,other
webtie,other
webyast,management
wello,middleware
westec-connect,other
westell-stats,management
wfc,other
wfm,other
wfremotertm,management
wg-endpt-comms,security
wg-netforce,other
wherehoo,other
whisker,other
who,management
whoami,other
whois,identity
whosells,other
whosockami,other
wiegand,industrial
wifree,other
wilkenlistener,other
willy,other
wimaxasncp,network
wimd,chat
wimsic,other
win-rpc,middleware
winbox,management
wincim,other
windb,other
winddlb,other
winddx,other
windlm,licensing
windows-icfw,other
winfs,files
wininstall-ipc,management
winjaserver,other
winpcs,other
winpharaoh,other
winpoplanmess,chat
winport,other
winqedit,other
winrm,management
wins,discovery
winshadow,other
winshadow-hd,discovery
wip-port,other
wired,other
witsnet,other
wizard,other
wkars,other
wkstn-mon,management
wlanauth,identity
wlbs,network
wlcp,network
wmc-log-svc,management
wmlserver,licensing
wms,media
wms-messenger,other
wnn6,other
wnn6-ds,other
wnn6_Cn,other
wnn6_DS,other
wnn6_Kr,other
wnn6_Tw,other
work-sol,storage
workflow,other
workflowdir,other
world-lm,licensing
worldfusion1,other
worldfusion2,other
worldscores,other
worldwire,other
wormux,gaming
wpages,other
wpgs,other
wpl-analytics,other
writesrv,chat
wrs_registry,other
wrspice,other
ws-discovery,discovery
wsdapi,web
wsdapi-s,other
wsdl-event,other
wsicopy,other
wsm-server,other
wsm-server-ssl,other
wsman,management
wsmans,management
wsmlb,management
wso2esb-console,management
wspipe,other
wssauthsvc,other
wsscomfrmwk,middleware
wsynch,other
wta-wsp-s,other
wta-wsp-wtp-s,other
wtmi-panel,management
wusage,management
wv-csp-sms,chat
wv-csp-sms-cir,chat
wv-csp-udp-cir,other
wwiotalk,other
www-dev,web
www-ldap-gw,identity
wxbrief,other
wysdma,other
wysdmc,other
x-bone-api,other
x-bone-ctl,other
x11,remote
x25-svc-port,network
x2e-disc,discovery
x500ms,identity
x510,other
x9-icue,media
xaapi,other
xact-backup,storage
xadmin,management
xahaud,other
xandros-cms,other
xap-ha,industrial
xaudio,media
xbox,gaming
xcap-control,management
xcap-portal,development
xcompute,middleware
xdas,other
xdmcp,remote
xds,other
xdsxdm,other
xdtp,files
xecp-node,other
xfer,files
xfr,other
xgrid,other
xic,middleware
xiip,other
xingcsm,other
xingmpeg,media
xinuexpansion1,other
xinuexpansion2,other
xinuexpansion3,other
xinuexpansion4,other
xinupageserver,other
xiostatus,management
xkotodrcp,other
xlog,other
xmail-ctrl,email
xmapi,other
xmcp,middleware
xmlblaster,middleware
xmlink-connect,other
xmlrpc-beep,middleware
xmltec-xmlmail,email
xmms2,media
xmp,other
xmpcr-interface,other
xmpp,files
xmpp-bosh,chat
xmpp-client,chat
xmpp-server,chat
xmpv7,other
xmquery,other
xmsg,other
xn-control,network
xnds,printing
xnm-clear-text,management
xnm-ssl,management
xnmp,other
xns-auth,identity
xns-ch,discovery
xns-courier,middleware
xns-mail,email
xns-time,network
xo-wave,media
xoms,identity
xoraya,other
xpanel,management
xpilot,gaming
xpl,industrial
xpra,remote
xprint-server,printing
xprtld,other
xqosd,management
xribs,other
xrl,other
xrpc-registry,discovery
xs-openstorage,storage
xserveraid,storage
xsmsvc,management
xss-port,other
xss-srv-port,other
xsync,other
xtell,chat
xtgui,other
xtlserv,licensing
xtreamx,other
xtreelic,licensing
xtrm,middleware
xtrms,other
xvttp,other
xw-control,network
xxnetserver,other
xybrid-cloud,other
xybrid-rt,other
xycstatus,management
xyplex-mux,other
yak-chat,chat
yawn,other
yo-main,other
z-wave,industrial
z-wave-s,industrial
z-wave-tunnel,industrial
z39.50,database
zabbix-agent,management
zabbix-trapper,management
zannet,other
zarkov,other
zebra,management
zebrasrv,other
zen-pawn,other
zenginkyo-1,other
zenginkyo-2,other
zented,management
zep,industrial
zephyr-clt,chat
zephyr-hm,chat
zephyr-srv,chat
zeroconf,discovery
zeus-admin,management
zfirm-shiprush3,database
zicom,other
zieto-sock,other
zigbee-ip,industrial
zigbee-ips,industrial
zincite-a,other
zion-lm,licensing
zixi-transport,media
zmp,media
zoomcp,management
zsecure,security
zserv,files
zymed-zpp,other
